press,t_peak,peak_Fz,peak_Fmag,Fx,Fy,Fz,x,y,z,rx,ry,rz
183,1783606617.587603,2.2038,2.2179,0.0951,-0.2309,2.2038,0.036977,-0.476205,0.168304,2.616285,1.083330,-0.751796
184,1783606623.655506,2.6309,2.6603,0.2066,-0.3362,2.6309,0.047079,-0.466117,0.157310,2.476787,1.026281,-0.988637
185,1783606629.340002,2.8171,2.8560,0.2403,-0.4042,2.8171,0.052111,-0.461165,0.149784,2.402290,0.994966,-1.097126
186,1783606634.552643,2.8618,2.8992,0.2679,-0.3787,2.8618,0.054413,-0.458867,0.145050,2.372214,0.982479,-1.138730
187,1783606639.759716,3.0519,3.0969,0.3150,-0.4215,3.0519,0.056771,-0.456496,0.140576,2.344074,0.970889,-1.176407
188,1783606645.077631,3.0121,3.0549,0.3377,-0.3817,3.0121,0.058920,-0.454278,0.135334,2.308441,0.956095,-1.222547
189,1783606650.231659,3.2089,3.2565,0.3803,-0.4036,3.2089,0.060467,-0.452768,0.131004,2.283602,0.945675,-1.253213
190,1783606655.403269,3.6137,3.6720,0.4355,-0.4855,3.6137,0.062192,-0.451139,0.126840,2.260512,0.936883,-1.281524
191,1783606660.349784,3.5775,3.6317,0.4352,-0.4483,3.5775,0.062209,-0.451068,0.124747,2.269937,0.940462,-1.269964
192,1783606665.737150,4.8854,4.9761,0.5230,-0.7877,4.8854,0.064616,-0.448647,0.118446,2.217684,0.918465,-1.331403
193,1783606685.668252,2.1085,2.1162,-0.1130,-0.1404,2.1085,0.005039,-0.507186,0.183619,-0.000012,3.141517,-0.000410
194,1783606695.332264,1.8903,1.8947,0.0819,-0.1010,1.8903,0.018393,-0.483896,0.177488,2.545921,1.469907,-0.437483
195,1783606701.874067,2.4868,2.5090,0.2104,-0.2583,2.4868,0.029655,-0.464452,0.165316,2.352707,1.358798,-0.779030
196,1783606707.785427,2.7971,2.8341,0.3034,-0.3415,2.7971,0.034275,-0.456330,0.157398,2.266488,1.308196,-0.904361
197,1783606713.248532,2.5443,2.5783,0.3301,-0.2545,2.5443,0.036557,-0.452432,0.152416,2.233048,1.289696,-0.949920
198,1783606719.073269,3.0743,3.1214,0.3831,-0.3809,3.0743,0.039475,-0.447364,0.145076,2.163681,1.248879,-1.038496
